iter	MultiRMSE
0	0.1039568991
1	0.1023093388
2	0.1006687469
3	0.09870165978
4	0.09679028968
5	0.09492618844
6	0.09317023281
7	0.09153523735
8	0.08991627821
9	0.08873973646
10	0.08750567904
11	0.08600434913
12	0.08476441293
13	0.08338682906
14	0.08205446168
15	0.08106039123
16	0.07980146599
17	0.0786179492
18	0.07769776339
19	0.07686076149
20	0.07596214717
21	0.07522596581
22	0.07427499846
23	0.07331158366
24	0.07248150643
25	0.07161446297
26	0.07079615872
27	0.06999378679
28	0.06921595594
29	0.06847289116
30	0.06774732561
31	0.06707485987
32	0.06649929158
33	0.06588623571
34	0.06550909119
35	0.06513079028
36	0.06462558256
37	0.0643146467
38	0.06378697449
39	0.06330986826
40	0.06283700943
41	0.06257366581
42	0.06228953039
43	0.06195080219
44	0.06155279886
45	0.06115628842
46	0.06078564335
47	0.06041024489
48	0.06007794082
49	0.05975899748
50	0.05956576643
51	0.05927186084
52	0.0589871786
53	0.05873628364
54	0.05857904989
55	0.05854723154
56	0.05834772573
57	0.05812453551
58	0.05790766688
59	0.05783224048
60	0.05769205359
61	0.05757309937
62	0.05744740827
63	0.05729526593
64	0.05710281799
65	0.05700077283
66	0.05698964766
67	0.05682723071
68	0.0567460039
69	0.05665401046
70	0.05655548315
71	0.0564529577
72	0.05632085705
73	0.05625235288
74	0.0561713493
75	0.05610058781
76	0.05596157505
77	0.05584313643
78	0.05572889132
79	0.05562145164
80	0.05558843693
81	0.05554623995
82	0.05551665257
83	0.05547454054
84	0.05546240166
85	0.05537051563
86	0.05527277805
87	0.05522845149
88	0.05518825699
89	0.05511638963
90	0.05511141163
91	0.05504939737
92	0.05496423454
93	0.05492876577
94	0.05487212711
95	0.05484447021
96	0.05483501817
97	0.05480868254
98	0.05479876976
99	0.05478568435
100	0.05476184037
101	0.0546925333
102	0.05463870749
103	0.05463024639
104	0.0546183874
105	0.0545941189
106	0.054582628
107	0.05453698604
108	0.05446154037
109	0.05445135351
110	0.05440376703
111	0.05436046486
112	0.0543440686
113	0.05433512854
114	0.05430846001
115	0.05428096097
116	0.05425284989
117	0.05419712059
118	0.05415719109
119	0.05414529671
120	0.05413624918
121	0.05408358732
122	0.05406481688
123	0.05403834553
124	0.05401823207
125	0.05400950993
126	0.05397942314
127	0.05395007516
128	0.05391737261
129	0.05387436477
130	0.05385210586
131	0.05383085559
132	0.05380216408
133	0.05377564563
134	0.05375659281
135	0.05373914597
136	0.05372986864
137	0.05371585132
138	0.053691638
139	0.05365938923
140	0.05365354948
141	0.05364787521
142	0.0536249828
143	0.05361044748
144	0.05359732056
145	0.05358906985
146	0.0535720103
147	0.05354695019
148	0.053538726
149	0.05351362203
150	0.05349427461
151	0.05347134591
152	0.05346509929
153	0.05343987941
154	0.05343557142
155	0.05343105538
156	0.0534005889
157	0.05339701238
158	0.05338949427
159	0.0533840247
160	0.05335469236
161	0.05334402616
162	0.05332744597
163	0.05329756719
164	0.05328066705
165	0.05326785067
166	0.05326254426
167	0.05324424177
168	0.05322485912
169	0.05320355689
170	0.05319555141
171	0.05317995706
172	0.053176864
173	0.05316542274
174	0.05314914926
175	0.05314250404
176	0.05313719562
177	0.0531219194
178	0.05311926927
179	0.05309612951
180	0.05308396811
181	0.05307478233
182	0.05306758884
183	0.0530593669
184	0.05304575372
185	0.0530345121
186	0.05302216014
187	0.05300156251
188	0.05299193732
189	0.05297516099
190	0.05295613531
191	0.05294272582
192	0.05292789927
193	0.05291979558
194	0.05291252909
195	0.0529068234
196	0.05288663569
197	0.05287964198
198	0.05286442963
199	0.05285256412
200	0.05284390138
201	0.05282985193
202	0.05281637064
203	0.0527973852
204	0.05279001535
205	0.05277274537
206	0.05277070368
207	0.05275248985
208	0.05274636404
209	0.05274240482
210	0.05272678856
211	0.05271031111
212	0.05270419485
213	0.05269755877
214	0.05268854427
215	0.05268250869
216	0.05266685752
217	0.052662246
218	0.05265591227
219	0.05264873111
220	0.05264343138
221	0.05263329737
222	0.05261728576
223	0.05260306042
224	0.05259732382
225	0.05259262873
226	0.05257947118
227	0.05257598374
228	0.05256549904
229	0.05254540399
230	0.05253722446
231	0.05253271483
232	0.05251840782
233	0.05251407177
234	0.05251107646
235	0.05249745367
236	0.05249498539
237	0.05248977727
238	0.05247919144
239	0.05247050106
240	0.05246610892
241	0.05245704608
242	0.05244768022
243	0.05242981554
244	0.05242455312
245	0.05241883023
246	0.05241490668
247	0.0524074892
248	0.05240433104
249	0.05240081633
250	0.05238241719
251	0.05237444307
252	0.0523607488
253	0.05235711681
254	0.05234349497
255	0.05233879884
256	0.05231353104
257	0.05231185853
258	0.05229992039
259	0.05229052081
260	0.05228514173
261	0.0522670006
262	0.05225126518
263	0.05224804944
264	0.05224138852
265	0.05223709038
266	0.05222864727
267	0.05222148779
268	0.05221285848
269	0.05220911058
270	0.05220221432
271	0.05218987725
272	0.05218330387
273	0.05217548522
274	0.05216726773
275	0.05216096129
276	0.05214981788
277	0.05214246815
278	0.05212043683
279	0.05210892037
280	0.05209598689
281	0.05208746398
282	0.05207572403
283	0.05205822819
284	0.05205066904
285	0.05204627419
286	0.05204334123
287	0.05203198248
288	0.05202796129
289	0.05201497673
290	0.0520072536
291	0.05200048669
292	0.05199362147
293	0.05198956662
294	0.05198651536
295	0.05197681417
296	0.05197328901
297	0.05196382663
298	0.05194734785
299	0.05193827129
300	0.05193415517
301	0.05192580449
302	0.05191487316
303	0.05191283865
304	0.05190453839
305	0.05189981594
306	0.0518921207
307	0.05188582966
308	0.05185443887
309	0.0518330628
310	0.05182568599
311	0.05181992446
312	0.05181559465
313	0.05180764609
314	0.05179461352
315	0.05179264203
316	0.05178903299
